2016-03-18T10:25:39.225Z,beforeunload,https://www.youtube.com/watch?v=lCIsXROSTX8,
2016-03-18T10:25:40.264Z,load,https://www.google.be/search?q=youtube&ie=utf-8&oe=utf-8&gws_rd=cr&ei=g-_zVrnvNoLLPfqVj_AL,
2016-03-18T10:25:41.767Z,click,https://www.google.be/search?q=youtube&ie=utf-8&oe=utf-8&gws_rd=cr&ei=g-_zVrnvNoLLPfqVj_AL,https://www.google.be/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwjy0-XLutnLAhXI-Q4KHX3IB58QFggoMAA&url=https%3A%2F%2Fwww.youtube.com%2F%3Fhl%3Dnl%26gl%3DBE&usg=AFQjCNGbJF4ObBXQ5F9rgtg7ChZY-iyhNQ
2016-03-18T10:25:41.845Z,beforeunload,https://www.google.be/search?q=youtube&ie=utf-8&oe=utf-8&gws_rd=cr&ei=g-_zVrnvNoLLPfqVj_AL,
2016-03-18T10:25:43.397Z,load,https://www.youtube.com/?hl=nl&gl=BE,
2016-03-18T10:25:48.408Z,polling,https://www.youtube.com/results?search_query=vlogbrothers,
2016-03-18T10:25:50.383Z,click,https://www.youtube.com/results?search_query=vlogbrothers,https://www.youtube.com/user/vlogbrothers
2016-03-18T10:25:50.404Z,polling,https://www.youtube.com/user/vlogbrothers,
2016-03-18T10:25:53.139Z,click,https://www.youtube.com/user/vlogbrothers,https://www.youtube.com/user/vlogbrothers/videos
2016-03-18T10:25:53.390Z,polling,https://www.youtube.com/user/vlogbrothers/videos,
2016-03-18T10:25:56.897Z,polling,https://www.youtube.com/user/vlogbrothers/videos?sort=da&view=0&flow=grid,
2016-03-18T10:25:58.879Z,click,https://www.youtube.com/user/vlogbrothers/videos?sort=da&view=0&flow=grid,https://www.youtube.com/watch?v=lCIsXROSTX8
2016-03-18T10:25:58.898Z,polling,https://www.youtube.com/watch?v=lCIsXROSTX8,
2016-03-18T10:29:07.425Z,polling,https://www.youtube.com/results?search_query=smarter+every+day,
2016-03-18T10:29:10.689Z,click,https://www.youtube.com/results?search_query=smarter+every+day,https://www.youtube.com/user/destinws2
2016-03-18T10:29:10.893Z,polling,https://www.youtube.com/user/destinws2,
2016-03-18T10:29:14.389Z,click,https://www.youtube.com/user/destinws2,https://www.youtube.com/user/destinws2/videos
2016-03-18T10:29:14.896Z,polling,https://www.youtube.com/user/destinws2/videos,
2016-03-18T10:29:17.909Z,polling,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,
2016-03-18T10:29:26.382Z,click,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,https://www.youtube.com/watch?v=RyfagdQMnDY
2016-03-18T10:29:26.409Z,polling,https://www.youtube.com/watch?v=RyfagdQMnDY,
2016-03-18T10:32:11.955Z,polling,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,
2016-03-18T10:32:15.996Z,click,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,https://www.youtube.com/watch?v=rOpU4iuzj4A
2016-03-18T10:32:16.398Z,polling,https://www.youtube.com/watch?v=rOpU4iuzj4A,
2016-03-18T10:34:56.070Z,polling,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,
2016-03-18T10:35:00.113Z,click,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,https://www.youtube.com/watch?v=el5wpM2Q-Hs
2016-03-18T10:35:00.388Z,polling,https://www.youtube.com/watch?v=el5wpM2Q-Hs,
2016-03-18T10:35:27.137Z,polling,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,
2016-03-18T10:35:29.762Z,click,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,https://www.youtube.com/watch?v=qAYwMp7E6wQ
2016-03-18T10:35:29.960Z,polling,https://www.youtube.com/watch?v=qAYwMp7E6wQ,
2016-03-18T10:35:43.618Z,click,https://www.youtube.com/watch?v=qAYwMp7E6wQ,
2016-03-18T10:36:02.018Z,polling,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,
2016-03-18T10:36:04.784Z,click,https://www.youtube.com/user/destinws2/videos?sort=da&flow=grid&view=0,https://www.youtube.com/watch?v=tVjhndPJO-o
2016-03-18T10:36:04.890Z,polling,https://www.youtube.com/watch?v=tVjhndPJO-o,
2016-03-18T10:36:53.387Z,polling,https://www.youtube.com/results?search_query=failarmy,
2016-03-18T10:36:56.015Z,click,https://www.youtube.com/results?search_query=failarmy,https://www.youtube.com/user/failarmy
2016-03-18T10:36:56.546Z,polling,https://www.youtube.com/user/failarmy,
2016-03-18T10:36:59.189Z,click,https://www.youtube.com/user/failarmy,https://www.youtube.com/user/failarmy/videos
2016-03-18T10:36:59.389Z,polling,https://www.youtube.com/user/failarmy/videos,
2016-03-18T10:37:05.513Z,click,https://www.youtube.com/user/failarmy/videos,https://www.youtube.com/watch?v=JXBD19Ev2O4
2016-03-18T10:37:05.893Z,polling,https://www.youtube.com/watch?v=JXBD19Ev2O4,
2016-03-18T10:32:45.401Z,beforeunload,https://www.youtube.com/watch?v=JXBD19Ev2O4,
2016-03-18T13:08:04.356Z,load,https://www.google.be/search?q=toledo&ie=utf-8&oe=utf-8&gws_rd=cr&ei=-Pv0Vv2vMuS9ygOh4K2YBg,
2016-03-18T13:08:05.941Z,click,https://www.google.be/search?q=toledo&ie=utf-8&oe=utf-8&gws_rd=cr&ei=-Pv0Vv2vMuS9ygOh4K2YBg,https://www.google.be/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwje8bLOutvLAhVJn3IKHXK0DaUQFggoMAA&url=https%3A%2F%2Ftoledo.kuleuven.be%2F&usg=AFQjCNGhDbFi61MBsss_BXI9mLUQgNS22w
